"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"100","U of T Government Relations Office","RT @uoftgro : An exciting, in – person tour of U of T’s sustainability projects with Minister of Energy @ToddSmithPC today. U of T’s innovative technologies are building and growing our campuses and creating jobs in Ontario’s green economy @ONEnergy https://t.co/KfNy9GKeEA",0,1,0,0,2,0,1,2,0,3,"positive",3
"101","U of T Entrepreneurship","RT @UofTStartup : Kicking off today's lineup of #UofTEntWeek events is UTE Speaker Series with Donovan Bailey at 12pm! Join us for a fireside chat with Canadian Olympian, Hall of Fame track &amp; field legend and business leader, Donovan Bailey. Join now: https://t.co/jSoxxfrCuh https://t.co/BI16lMkHjX",1,1,0,0,0,0,0,2,0,3,"positive",3
"102","University of Toronto","Walk-in vaccine appointments are available through #UofT hosted clinics with #GOVAXX today near Sidney Smith from 10 a.m. to 6 p.m. ?? 

For more info, please visit: https://t.co/JkOF3B6gh3 https://t.co/RCHGJ88t8s",0,0,0,0,0,0,0,1,0,2,"positive",2
"103","University of Toronto","Struggling? Need to talk? The #UofT Health &amp; Wellness peer support team is here to help. With a single click, chat with a trained student peer about whatever is on your mind. ??   

Learn more: https://t.co/av379dCf7G https://t.co/neMZhlXg0M",0,0,0,0,0,0,0,1,0,2,"positive",2
"104","University of Toronto","#BreakTheBias’: Three #UofT community members share their thoughts on #InternationalWomensDay 2022 theme ?? https://t.co/INhCdmQi4f https://t.co/4HIlbnomWU",0,1,0,0,1,0,0,1,0,2,"positive",2
"105","U of T Varsity Blues","RT @Varsity_Blues : Happy #InternationalWomensDay! ??

To all the incredible Varsity Blues who continue to shape the future of women's sport, today we celebrate you!

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/penhqBS4Up",0,2,0,1,1,1,0,2,1,3,"positive",2
"106","U of T Law","RT @UTLaw : ??Our #IWD moment with #UofTalumni and #UofT professors??

https://t.co/SPHFIT9d02",0,0,0,0,0,0,0,0,0,0,"neutral",0
"107","U of T Libraries","RT @uoftlibraries : This #InternationalWomensDay, we’re sharing our Changemakers: Women at the University of Toronto and the Struggle for Equity online exhibit. Learn about the women who shaped #UofT from the 1950s–2000s, like Dr. Hošek and Ceta Ramkhalawansingh. ?? #IWD2022
https://t.co/EBEYLngbt9 https://t.co/mslGMJdeUl",1,1,0,1,0,1,0,0,1,3,"positive",2
"108","University of Toronto","#InternationalWomensDay: #UofT’s @RaquelUrtasun among five women breaking down barriers in the auto industry #IWD2022 https://t.co/DxQkEBScSX https://t.co/z19Exogwad",0,0,0,0,0,0,0,0,0,0,"neutral",0
"109","U of T Mississauga","RT @UTM : ??? We're highlighting #UTM researchers this #IWD with #ViewToTheU podcast episodes from @UTM_Research.

This episode features @UTM_CPS prof @OgataAlana's bioanalytical chemistry research on disease diagnostics &amp; more. Hosted by @CJDeMarco. 

??? https://t.co/nsVEq0oBEE https://t.co/6XR1BPbqoQ",1,0,1,1,0,1,0,0,1,0,"negative",-1
"110","University of Toronto Scarborough","RT @UTSC : Sharya Rodrigo (@UTSCalumni/ @uoftalumni) looks back at her time at #UTSC and talks about her experiences from one of her favourite courses, Global Women’s Autobiography. #UofT #IWD2022 https://t.co/wqdoFTEW2c",0,1,0,0,0,0,0,0,0,0,"neutral",0
"111","Leslie Dan Faculty of Pharmacy","RT @UofTPharmacy : ""Supporting women in STEM means making systemic changes that are inclusive to everyone.""

MSc student @Quinn_Pauli reflects on her academic journey as a women in STEM, &amp; celebrates the mentors that have helped her along the way. #InternationalWomensDay

?? https://t.co/QLxao6huGI https://t.co/c9clTEEaCz",0,1,0,1,1,0,0,2,0,4,"positive",4
"112","Temerty Medicine","RT @uoftmedicine : This #InternationalWomensDay, we celebrate our amazing students, residents, faculty, researchers, staff and alumni — but also all the women in Canada and around the world who are leading by example and improving health care for their communities. 
#IWD2022 #WomenInScience https://t.co/dMsqzk3zXk",0,0,0,0,0,0,0,2,0,2,"positive",2
"113","U of T Research","RT @researchuoft : Happy #InternationalWomensDay2022! In celebration, we're exploring #UofT faculty and alumni women in #STEM through a new @NSERC_CRSNG and @IngeniumCa poster series. 
Dr. Elsie MacGill oversaw the production of fighter planes in Canada in WWII. She received her BA at UofT! https://t.co/xglYulUVzG",0,3,0,0,2,0,1,4,0,5,"positive",5
"114","U of T Engineering","RT @uoftengineering : Women across #UofTEngineering continue to #BreakTheBias on the world stage, in fields from AI to athletics, transportation to teaching. 

This #InternationalWomensDay, join us in celebrating some of the amazing achievements of our #WomenInSTEM ????. [1/7] #IWD2022 https://t.co/PAaAccKFHB",0,2,0,0,1,0,0,1,0,3,"positive",3
"115","University of Toronto","Turning CO2 into shampoo &amp; lawn furniture? #UofT startup CERT Systems is doing what ‘no one has done before’ #UofTEntWeek ?? https://t.co/mCi0fjQG75 https://t.co/gcxQUZMgMh",0,0,0,0,0,0,0,0,0,0,"neutral",0
"116","U of T Sexual Violence Prevention & Support","RT @UofTConsent : Happy #InternationalWomensDay! This #IWD2022, join us in learning about new ways to build-up a culture of consent on campus – because everyone has the right to study, work, and live free from sexual violence: https://t.co/VTc9Syu29Z #UofT #BreakTheBias https://t.co/mESqS1B6sV",1,1,0,1,1,1,0,1,1,6,"positive",5
"117","University of Toronto Student Life","RT @UofTStudentLife : On #InternationalWomensDay, U of T students share stories of migration from their home country, and the transitions they experience upon arriving in Canada — TODAY, 12-1:30pm (online). Details here: https://t.co/57vh2rhdX9 #UofT #CIEUofT https://t.co/jPj8kWwazj",0,1,0,0,1,0,0,1,0,1,"positive",1
"118","University of Toronto","#UofT celebrates #InternationalWomensDay with lectures, a pitch competition &amp; other events #IWD2022 https://t.co/gJRQoZlGGa https://t.co/8IKyYTzCAS",0,1,0,0,0,0,0,0,1,0,"negative",-1
"119","University of Toronto","People's perception of #COVID19 risk influenced by type of data shown, according to a new @UTSC study #UofT ?? https://t.co/TRanStJee1 https://t.co/7w2p4J0PxI",0,1,0,1,0,0,0,0,1,1,"neutral",0
"120","U of T Research","RT @researchuoft : Dr. @EugeniaDuodu is an equity advocate and the CEO of Visions of Science and Network for Learning, offering #STEM programs for low-income and marginalized youth. She received her PhD at #UofT in Chemistry! @chemuoft @uoftalumni @visionsofsci
#InternationalWomensDay2022 https://t.co/WOyqZoDWE1",1,3,0,1,2,1,1,3,1,5,"positive",4
"121","University of Toronto Scarborough","RT @UTSC : As campus life picks up at #UTSC, students reflect on the past two years and what they're now looking forward to exploring. ???? #UofT #ScarbTO https://t.co/56g5SVm3Ol",0,0,0,0,0,0,0,0,0,1,"positive",1
"122","U of T People Strategy, Equity & Culture","RT @workingatuoft : Today, the first Monday in March, @UofT recognizes Black Mental Health Day.

Established between the City of Toronto and TAIBU Community Health Centre, this day highlights the impacts of anti-Black racism on mental health in Toronto’s Black communities.

https://t.co/1CSvKinADK https://t.co/51mxgPfgQD",0,0,0,0,1,1,0,0,1,3,"positive",2
"123","University of Toronto","Academic-industry partnership that includes @UofTEngineering develops better way to manage sulfur compounds at mining sites #UofT ? https://t.co/hDp9JDZrWZ https://t.co/W2GSMSRBzb",0,0,0,0,0,0,0,3,0,3,"positive",3
"124","U of T Entrepreneurship","RT @UofTStartup : See you at 2 pm for the UTE Startup Prize Pitch Competition!! 11 #UofT startup teams will compete for their share of $60k in prizes. Join the event or register here: https://t.co/jvByI4eKyB

#UofTStartupPrize #UofTEntWeek https://t.co/EJLOrnsq87",0,2,0,0,1,0,0,1,1,2,"positive",1
"125","University of Toronto","#UofT Entrepreneurship Week 2022: 10 startups to watch #UofTEntWeek ?? https://t.co/55kSac6WmT https://t.co/0kL1Uqordl",0,1,0,1,0,0,0,0,0,0,"neutral",0
"126","U of T Mississauga","RT @UTM : ""We must come together to support all the members of our interconnected community.""

UTM Vice-President and Principal Alexandra Gillespie shares a message with the #UTM community on the invasion of Ukraine. ?? https://t.co/17uNXThEsx https://t.co/695C3dBvUU",1,0,0,0,0,0,0,2,2,3,"positive",1
"127","University of Toronto","With focus on equity, diversity &amp; inclusion, #UofT looks beyond the pandemic in 2022-2023 budget ?? https://t.co/O4wxjnberv https://t.co/MUUpjNfjeu",0,0,0,1,0,1,0,2,1,2,"positive",1
"128","U of T Research","RT @researchuoft : Leading up to International Women's Day March 8th, we're celebrating women in STEM who are #UofT researchers and alumni!
Melissa Sariffodeen is CEO of Canada Learning Code teaching digital literacy to women and girls. She received her M.Ed. from @OISEUofT 
#IWD2022 #BreakTheBias https://t.co/WIZKeNJxhU",0,1,0,0,1,0,0,1,0,4,"positive",4
"129","UofTPsychiatry","RT @UofTPsych : #Mindfest 2022 starts tomorrow with our keynote presentation from Michael Landsberg! Register now and join us: https://t.co/Uw8lJbxnJ6 https://t.co/3szww1JJIE",0,1,0,0,0,0,0,0,0,2,"positive",2
"130","Adalsteinn (Steini) Brown","RT @SteiniBrown : Join @UofT_dlsph @wbiih_'s @SuzanneLStewart March 9, 12-2 pm for a workshop on Indigenous research ethics, highlighting the importance of reciprocity in both the research and the ethics process. Presented by U of T's Indigenous Research Network.Register: https://t.co/q35iaXcsiX https://t.co/GLtErEI10r",0,2,0,0,0,0,0,0,0,4,"positive",4
"131","University of Toronto",".@UTSC hosts experts &amp; advocates seeking a more equitable health system in the eastern GTA #UofT ?? https://t.co/L3NbnhRZjM https://t.co/5267p3W52O",0,0,0,0,0,0,0,1,0,0,"neutral",0
"132","Three Geese Radius","RT @shawnmicallef : In person again so today I took my @UofT class to the most magnificent room in Canada - the @Fisher_Library to see some of their toronto ephemera collection / brutalist medieval magnificent https://t.co/DIulU7amsn",0,1,0,0,1,0,1,1,0,2,"positive",2
"133","University of Toronto Student Life","RT @UofTStudentLife : On #InternationalWomensDay, U of T students share stories of migration from their home country, and the transitions they experience upon arriving in Canada — Tuesday, March 8, 12-1:30pm (online). Details here: https://t.co/57vh2rhdX9 #UofT #CIEUofT https://t.co/qEQ6Hs5GRQ",0,1,0,0,1,0,0,1,0,2,"positive",2
"134","University of Toronto","No matter when, no matter why. Find #UofT resources on all three campuses to help with your mental health &amp; wellbeing. ?? https://t.co/KPUhp9WP9Y https://t.co/wuL5xwF77o",0,0,0,0,1,0,0,1,0,1,"positive",1
"135","U of T Varsity Blues","RT @Varsity_Blues : Following his passion!

After dealing with injuries on the pitch and taking part in a co-op program off of it, Nino Nikolovksi knows exactly where he wants his career path to go!

??: https://t.co/a1PdnP7YIX

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/06LIqgApMr",0,2,0,1,1,1,0,1,1,2,"positive",1
"136","University of Toronto","'Working with the Earth': @UofTEarthSci's Andrei Swidinsky finds climate change solutions beneath our feet #UofT ?? https://t.co/juJkAX6Cl5 https://t.co/Wfi6ZaHxY2",0,0,0,1,0,0,0,0,0,0,"neutral",0
"137","U of T Research","RT @researchuoft : At #UofT, we're celebrating our women in STEM researchers and alumni!
Dr. Ursula M. Franklin was a Professor in U of T's Department of Material Science &amp; Engineering. She won many awards for her innovative scientific and humanitarian work.
 #IWD2022 @NSERC_CRSNG https://t.co/kk6cPKg94v",0,2,0,0,2,0,1,3,0,4,"positive",4
"138","University of Toronto",".@UofT_FIFSW researchers examine impact of immigration status &amp; racism on child welfare system #UofT ?? https://t.co/dMsu3yW2Ud https://t.co/AlpHvIZobT",0,1,0,0,1,0,0,1,0,2,"positive",2
"139","Dr. Kevin Smith","RT @KevinSmithUHN : This is a testament to TeamUHN at every site - past and present- and the privilege of serving some of Canada’s most complex patients . It also wouldn’t occur without our partners in scholarship @UofT and the other fantastic hospitals in the TAHSN Family. https://t.co/2zTecQkWgh",0,2,0,0,2,0,1,2,0,2,"positive",2
"140","U of T Entrepreneurship","RT @UofTStartup : Entrepreneurs at #UofT have created over 600 companies and generated $2 billion in investment. Now, U of T is proud to support innovators in #Ontario with a free and publicly accessible intellectual property course, helping companies to grow and compete.
https://t.co/YQeEBqSNqH https://t.co/efQ1K5VJOB",0,2,0,0,2,0,0,2,0,4,"positive",4
"141","University of Toronto","Researchers from @UofT_DLSPH use telemedicine to manage diabetes &amp; hypertension in rural Pakistan #UofT ?? https://t.co/kU9bJKl5Pn https://t.co/H3cpLEqvC9",0,0,0,0,0,0,0,1,0,1,"positive",1
"142","ARCDO","RT @UofT_ARCDO : Join ARCDO for a series of programming this month, in recognition of IDERD! @workingatuoft @UofTStudentLife 

More info and registration: https://t.co/80BsnfIlH1 https://t.co/LosGIoIvqB",0,0,0,0,0,0,0,1,0,1,"positive",1
"143","University of Toronto","'Focus on what you’ve got to do': Donovan Bailey shares his tips for success ahead of #UofT's Entrepreneurship Week #UofTEntWeek ?? https://t.co/HtE5H1J0LU https://t.co/xzRlR9XKzm",0,1,0,0,1,0,0,0,0,2,"positive",2
"144","U of T Alumni","RT @uoftalumni : Family fun, meetups, talks, old friends, new beginnings. There's lots to choose from at Alumni Reunion 2022 – online and in person.

Save the date for #UofTReunion, May 25-29. Registration opens in March, sign up for updates: https://t.co/m6Ic5zVIfV https://t.co/gBFdtyfXu0",0,2,0,0,2,0,0,2,0,4,"positive",4
"145","U of T Arts & Science Registrar","RT @ArtSciRegistrar : Did you know the Faculty of Arts &amp; Science offers over 500 awards and scholarships to undergraduate students @UofTArtSci?  
 
Don’t miss out on your chance to secure funding for your research or education. Apply today: https://t.co/hQdAZuEXSt (1 / 5) https://t.co/Ky2lTniSVR",0,0,0,0,0,0,1,2,0,2,"positive",2
"146","University of Toronto","Walk-in vaccine appointments are available through #UofT hosted clinics with #GOVAXX today near Sidney Smith from 10 a.m. to 6 p.m. ?? 

For more info, please visit: https://t.co/JkOF3B6gh3 https://t.co/qCutv77Dir",0,0,0,0,0,0,0,1,0,2,"positive",2
"147","U of T CECCS","RT @uoftceccs : Calling all @uoft @utsc @utm undergrad students! Learn how you can incorporate sustainability learning in your education through U of T’s Sustainability Pathways Program at our next panel discussion on Mar 8. Register at: https://t.co/IcrDvZckhV
@SustainableUofT @SustainableUTM https://t.co/7BPxAfHZ9W",0,0,0,0,0,0,0,0,1,3,"positive",2
"148","University of Toronto","#UofT expert on human-centered data science – &amp; the problem with the motto 'move fast &amp; break things' ??? https://t.co/x4IcBwbjeA https://t.co/nvbnvxgEjv",0,0,0,1,0,1,1,1,1,1,"neutral",0
"149","U of T Entrepreneurship","RT @UofTStartup : Join us for a fireside chat with iconic Canadian Olympian, Hall of Fame track &amp; field legend and business leader, Donovan Bailey! This UTE Speaker Series will take place on Mar 9. Register now: https://t.co/o681tzYVq1
#UofTEntWeek https://t.co/s1y2RaiTzD",0,1,0,0,0,0,0,2,1,3,"positive",2
"150","University of Toronto","From driveways to mRNA, startup founders bolster #UofT’s rapid rise in entrepreneurship space #UofTEntWeek ?? https://t.co/ecZrvmIbV3 https://t.co/rJvegAEHmt",0,0,0,0,0,0,1,0,0,1,"positive",1
"151","Munk School","RT @munkschool : Beginning March 4, @ReachAllianceTO  will be accepting applications for the 2022-23 cohort of @UofT student researchers.

Learn more about the Reach Alliance student researcher experience and how to apply: 

https://t.co/f2oW1ieJAJ",0,0,0,0,0,0,0,1,0,2,"positive",2
"152","Dunlap Institute","RT @DunlapInstitute : The best kind of trivia is astronomy trivia!

Join us on Tuesday, March 8th at 7pm ET for Astro Trivia Night - it will be another fun evening of games, prizes, and astronomy fun. Theme: International Women's Day! 

Visit https://t.co/xxao4Y4df7!

#Games #Trivia #Prizes #UofT https://t.co/ahUGZ442ga",0,1,0,0,2,0,0,1,0,5,"positive",5
