"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"870","University of Waterloo","When Aaron Francis (MA ’14) discovered his late grandfather's photographs, it led him to embark on a creative project, Vintage Black Canada. 

“Having these photos made me want to share positive stories, contrary to the broken, Black home narrative.” 

https://t.co/rCTaubg9v8 https://t.co/oyR9fau2Pe",1,1,0,1,1,3,0,1,4,2,"negative",-2
"871","University of Waterloo","Marking Canada Day during a time of truth and reconciliation.

""As an Indigenous person, I would suggest Canadians use the day to reflect on the difficult history of Indigenous/Canadian relations."" - Jean Becker, Senior Director, Indigenous Initiatives

https://t.co/rY7oBodNbj https://t.co/Wz1qK37uJ0",0,2,0,1,1,0,0,4,0,3,"positive",3
"872","UWaterloo Health","RT @uwaterloohealth : “Reconciliation is like a marathon. We don’t always know where the ending or the finish line will be, but we have to believe in it enough to keep going,” the Honourable Murray Sinclair said yesterday. On July 1, consider learning about &amp; acknowledging this country's true past.?? https://t.co/QU0Icqv941",0,1,0,0,1,0,0,2,0,3,"positive",3
"873","University of Waterloo","#UWaterloo will be closed for Canada Day on Thursday, July 1st, and because the holiday falls in the middle of the week, there will be an extra day off on Friday, July 2nd.

More details here: https://t.co/tV43WWtd6I https://t.co/fi9JxNX0yc",0,1,0,0,1,0,0,0,0,2,"positive",2
"874","University of Waterloo","Students: 
Counselling Services 519-888-4567 ext. 32655 Empower Me 1-833-628-5589  
 
Employees: 
Homewood Health 1-800-663-1142  

Indian Residential School Crisis Line: 1-866-925-4419 (2/2)",0,0,0,0,0,0,0,1,1,1,"neutral",0
"875","University of Waterloo","As more unmarked graves continue to be uncovered and we come to terms with Canada’s truth, please know that supports are available to our #UWaterlooCommunity if you're struggling or grieving (1/2) https://t.co/lUxBRW9082",0,1,0,0,0,0,0,2,0,2,"positive",2
"876","Waterloo Warriors","RT @WlooWarriors : It’s an EXCITING DAY Warriors!

The 2021 Fall @OUAsport Schedules are being released! 

Follow this thread to start filling up your Fall calendars! ??????

@UWaterloo",0,2,0,0,1,1,1,0,1,1,"neutral",0
"877","University of Waterloo","A #UWaterloo education is designed to push you to the next level, build new knowledge and skills to solve problems. Feridun Hamdullahpur never shied away from this. But he also knew our students needed to be supported and engaged.

Read this story: https://t.co/vDB9Vc5KKw https://t.co/SED7VIezFX",0,1,0,0,1,0,0,2,0,5,"positive",5
"878","Velocity","RT @UWVelocity : ""At Waterloo, we invest in our students so they can build a better future for Canada and the world. We know they will be the leaders of tomorrow.""

Thank you to @UWaterlooPres for his outstanding leadership. We wish you all the best! https://t.co/k40mtN2pPQ",0,1,0,0,1,0,0,0,1,2,"positive",1
"879","University of Waterloo","@OCJHSS Thank you for joining us today. We're incredibly honoured to have the Honourable Murray Sinclair speak with our community.",0,0,0,0,0,0,0,0,0,1,"positive",1
"880","University of Waterloo","As a top recipient nationwide, #UWaterloo is celebrating 10 years of partnership and transformative relationships with @SchulichLeaders.

We are excited to be welcoming these talented students this fall term. #UWaterlooProud

Read more: https://t.co/n4i8SJRjy8 https://t.co/z8mFEBqqaq",0,4,0,0,2,1,1,3,1,4,"positive",3
"881","University of Waterloo","""I would also like to specifically thank our students for inspiring me. Every day of my presidency, I was motivated by you—your dedication to your studies and your dreams for the future. Your motivation was my motivation."" 

Thank you @UWaterlooPres for your leadership. ???? https://t.co/W0DXvOjSZs",0,0,0,0,0,0,0,0,0,1,"positive",1
"882","University of Waterloo","Incoming #UWaterloo president, Vivek Goel, on big data. “This is one of the things I’m really looking forward to with my new role at Waterloo - is to think about what’s that general level of data literacy that every graduate should have regardless of what discipline they’re in.” https://t.co/QHswG4F7jS",0,0,0,1,0,0,0,3,1,4,"positive",3
"883","University of Waterloo","New @UWPharmacy study charts Canada’s 20-year journey towards the opioid crisis. https://t.co/ZbLAOWlTiD",0,1,0,1,1,0,0,0,1,2,"positive",1
"884","University of Waterloo","By virtue of being a Black woman in physics, #UWaterlooAlumni Chanda Prescod-Weinstein (PhD ’11) has taken a dual role as a cosmologist and an activist fighting racism and sexism.

Read her story: https://t.co/SbjKAOY7nP | @IBJIYONGI https://t.co/TiwvICRC3C",1,0,0,0,0,1,0,1,2,2,"neutral",0
"885","University of Waterloo","""The truth is hard. Reconciliation is harder.""

@uwaterlooHREI is hosting a special #IndigenousHistoryMonth event on June 29 at 1pm. The keynote address will be provided by the Honourable Murray Sinclair.

Click here to register: https://t.co/FDsz5WXxIr https://t.co/R3OIZzCraH",0,1,0,0,2,0,0,2,0,4,"positive",4
"886","University of Waterloo","Feridun Hamdullahpur wanted to build the resiliency of Waterloo and its students. #UWaterloo education is designed to push you to the next level, build new knowledge and skills to solve problems. Feridun never shied away from this.

 https://t.co/9krEfIL6Jc | @UWaterlooPres https://t.co/oavtAkIZTI",0,0,0,0,0,0,0,1,0,3,"positive",3
"887","University of Waterloo","On the latest #BeyondTheBulletin, #UWaterloo convocation, an event with #TRC chair Hon. Murray Sinclair, and @jeremysteffler talks Pride Month and the @yourWUSA Glow Centre’s 50th.

Listen here: https://t.co/XvSlqaUyPT https://t.co/3y2vBBjC6G",0,1,0,0,2,0,0,1,0,2,"positive",2
"888","University of Waterloo","Logan MacDonald wants to create more opportunities for Indigenous knowledge and leadership within institutions. His commitment to Indigenization will play an important part in #UWaterloo's actions toward reconciliation.

Read his story: https://t.co/4uqrhJiGGZ | @uwaterlooARTS https://t.co/ZYTEtXoudS",0,1,0,0,2,0,0,2,0,4,"positive",4
"889","University of Waterloo","“This is Canada’s truth.” Read the full statement from @UWaterlooPres below. 

We will be lowering our flags to honour the hundreds of lost lives at Marieval, and the hundreds more who never came home. https://t.co/J4xqBXLGa3",0,0,0,0,0,1,0,2,2,3,"positive",1
"890","University of Waterloo","Congratulations to our incoming President and Vice Chancellor, Vivek Goel, on being named a Fields Institute Fellow for his contributions to the Canadian mathematical community. 
 
Read more here: https://t.co/K3Hm3SaaJg |  @FieldsInstitute #UWaterlooProud https://t.co/GUDwKVfkrO",0,0,0,0,0,0,0,5,1,3,"positive",2
"891","University of Waterloo","This milestone features another significant technological advancement, as the shuttle becomes the first in the country to operate remotely over @Rogers 5G network. https://t.co/qjzbkcwjPc",0,1,0,0,0,0,0,0,0,1,"positive",1
"892","University of Waterloo","Embark Trucks was founded by second-year @WaterlooENG students just five years ago, today it is valued at more than $5 billion (USD) following the announcement of a merger this week.

Read this story: https://t.co/fhujTkkw07 | @alexrodriguesca @bmoak @embarktrucks https://t.co/KbxdfQgQlf",0,1,0,0,0,0,0,0,0,0,"neutral",0
"893","University of Waterloo","@embarktrucks Congratulations on this milestone!????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"894","University of Waterloo","What are the health risks of attending games in different venues during the pandemic?

#UWaterloo math alumni Johnny Valeriote (MMath ’09), Colin Davidson (BMath ’11), and Adam Carter (BMath ’11) have the answer. 

Read this story: https://t.co/lLSz2cauzl | @WaterlooMath https://t.co/XTlY2Rqgk9",0,0,0,1,0,1,0,0,1,0,"negative",-1
"895","University of Waterloo","Read this story and take a look at the infographic to learn more about how to increase trust in #Covid19 vaccinations among Black Canadians. https://t.co/zVFVF6Cgt1",0,0,0,0,0,1,0,1,1,2,"positive",1
"896","University of Waterloo","@digiwonk Thanks for sharing!",0,0,0,0,0,0,0,0,0,0,"neutral",0
"897","UWaterloo Kinesiology and Health Sciences","RT @UWaterlooKHS : We are excited to announce that as of June 30, we will become Kinesiology and Health Sciences! This transition will first appear on our websites and Twitter but may take longer in other areas. Learn more: https://t.co/9bxUfwEDjE https://t.co/WJ6qPFmF0v",0,1,0,0,1,0,1,1,0,2,"positive",2
"898","University of Waterloo","@uwaterlooHREI is hosting a healing space for Muslim campus community members (students, faculty, and staff from the Muslim community) and those impacted by Islamophobia. 

Event date: June 23, 10am - 12pm.  

Click here to register: https://t.co/2eK9i9jUpU https://t.co/W5lPHuNwdi",0,1,0,0,1,0,0,2,0,3,"positive",3
"899","University of Waterloo","On the latest episode of #BeyondTheBulletin, Professor Amir Al-Azraki from @renisoncollege, discusses Islamophobia after a motorist hit and killed several members of a Muslim family. 

Listen here:https://t.co/oWDVCTy197 https://t.co/8vr6Hu536h",1,0,0,0,0,0,0,1,1,1,"neutral",0
"900","UWaterloo Arts","RT @uwaterlooARTS : Congratulations to IC-PIECE on making the shortlist for the #CancerGrandChallenges for research on e-cigarettes. The team, including @UWaterloo psychology professor @gfong570, are competing for a share of £80m in funding. 

See the full short-list: https://t.co/aRmY3NVY0s https://t.co/L4WwmpEs3n",0,1,0,0,1,0,0,3,0,4,"positive",4
"901","University of Waterloo","#UWaterloo Prof Kelsey Leonard has been named @CRC_CRC in Indigenous Waters, Climate and Sustainability. 

She believes that to protect water for future generations we need to recognize its inherent rights to exist, flourish and naturally evolve.

 https://t.co/jsqpzyRqxz https://t.co/I0KWPjbsBe",0,0,0,0,0,0,0,0,0,1,"positive",1
"902","University of Waterloo","""The truth is hard. Reconciliation is harder.""

Join us for a special #IndigenousHistoryMonth event hosted by @uwaterlooHREI on June 29 at 1pm. The keynote address will be provided by the Honourable Murray Sinclair.

Register today: https://t.co/FDsz5WXxIr https://t.co/InNkTAxMUb",0,1,0,0,2,0,0,2,0,5,"positive",5
"903","Indigenous Relations | EDI-R | SVPRO @UWaterloo","RT @uwaterlooHREI : Today is National Indigenous Peoples Day,?a day to celebrate the diverse contributions &amp; cultures of Indigenous?Peoples?in Canada! Summer solstice is the longest day of the year - a day?of?spiritual significance for many people. Learn more: https://t.co/14OafiYnjc https://t.co/MLTHroGsbl",0,0,0,0,0,0,0,0,1,2,"positive",1
"904","University of Waterloo","Meet the first Indigenous leader of the Canadian Bar Association. #UWaterlooAlumni Brad Regehr is working to ensure all lawyers address systemic racism in Canada. 

Read his story in #UWaterlooMagazine: https://t.co/j7DEvGydUq

#NationalIndigenousPeoplesDay @uwaterlooARTS https://t.co/rdUaLXGc3D",0,0,0,0,0,0,0,2,0,2,"positive",2
"905","Indigenous Relations | EDI-R | SVPRO @UWaterloo","RT @uwaterlooHREI : June 23, 10am-12pm Healing Space for @UWaterloo  students, faculty &amp; staff from the Muslim community, as well as those perceived as Muslims, particularly racialized individuals, who are also impacted by the violence &amp; oppression of Islamophobia. Register: https://t.co/Y8ht6a1GbS https://t.co/D1LK27WIKT",2,1,1,2,1,2,0,2,2,3,"positive",1
"906","Angelica ??","RT @wassupsanchezz : How it started vs how it’s going ???????

In five years: a study abroad trip, 4 coop terms, and a whole pandemic later, we did it! Thank you @UWaterloo @uwaterlooARTS @uw_english for giving me so many great opportunities. Will aways bleed black &amp; gold ???? #UWATERLOOGRAD https://t.co/0umjdc1DYQ",1,0,1,1,0,2,1,0,3,3,"neutral",0
"907","University of Waterloo","@wassupsanchezz @uwaterlooARTS @uw_english Congratulations, Angelica! Thank you for supporting our team in University Relations. We’re so proud of you and all you’ve accomplished ????",0,2,0,0,2,0,0,3,0,4,"positive",4
"908","University of Waterloo","Jonathan Miguel Logarta-Chin graduated yesterday. 

One BIG surprise that he saved for his parents? That he was chosen by his peers to be the @WaterlooENG valedictorian.

Watch their reaction when they found out during the #UWaterlooGrad virtual convocation ???? https://t.co/pDvfCHJutq",0,1,0,2,2,0,1,1,0,3,"positive",3
"909","University of Waterloo","#UWaterlooAlumni Kyne Santos (@onlinekyne) reflects on being eliminated from Canada's Drag Race and what her late father taught her about life.

Read Santos' story of rising up from shame and loss in #UWaterlooMagazine: https://t.co/vfE6lxSzHz

@WaterlooMath https://t.co/jAthYCzXgU",1,1,1,2,1,3,0,2,3,1,"negative",-2
"910","University of Waterloo","@janlambod @theRealLamb_ Congratulations! ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"911","University of Waterloo","""Looking back at everything we've accomplished ... allows us to really appreciate both our lowest moments and moments where we felt invincible,"" says @WaterlooENG valedictorian, Jonathan Miguel Logarta-Chin.

Congrats #Classof2021 on your accomplishments! ????

#UWaterlooGrad https://t.co/aqSAYDAHEp",0,0,0,0,1,1,0,0,1,1,"neutral",0
