,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T21:38:24.000Z,Wed Apr 21 21:38:24 +0000 2021,3,@laurynjbikos @BresciaUC woo hoo! ?? https://t.co/ph2naMjoWO,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,animated_gif,https://video.twimg.com/tweet_video/Ezh0aRSWEAM8ZA_.mp4,
Kevin Vuong ???????,Western University,,,,,,,,,,,,2021-04-21T18:44:03.000Z,Wed Apr 21 18:44:03 +0000 2021,0,RT @KevinVuongTO : Who would have thought that 14 years ago the guy living down the hall from me at @WesternU's Saugeen-Maitland Hall residence would become @Marvel's first Asian superhero!,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,2,,,
Kate Placide,Western University,,,,,,,,,,,,2021-04-21T16:44:01.000Z,Wed Apr 21 16:44:01 +0000 2021,0,RT @KatePlacide : Excited to sit down with this tonight as I prepare for @WesternU Build a Meaningful Life &amp; Career course https://t.co/CE33Hsh3o4 https://t.co/0Pwf4K6s9R,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://alumni.westernu.ca/career-management/attend-events/life-design-masterclass/ ,0,1,photo,https://pbs.twimg.com/media/EzXgGbtUcA4gq6_.jpg,
Dr Bertha Mispireta Garcia,Western University,,,,,,,,,,,,2021-04-21T14:44:01.000Z,Wed Apr 21 14:44:01 +0000 2021,0,RT @berthagarcia5 : Well said! The best to the MDs class of 2021 @SchulichMedDent @WesternU https://t.co/PCoWL5umNP,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/justshaily/status/1384175578627022851 ,0,2,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T14:37:01.000Z,Wed Apr 21 14:37:01 +0000 2021,33,"Responding to the #climatecrisis and a generation of students energized to take action, Western will introduce a new climate change major this fall #westernu @westernuGeoEnv #cdnpse #onpse #EarthDay 
https://t.co/7z9mcYf1MX",8,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/04/climate-change-society-major-western/ ,5,1,,,
Jesse ??,Western University,,,,,,,,,,,,2021-04-21T11:08:01.000Z,Wed Apr 21 11:08:01 +0000 2021,0,RT @jcablek : On Day 19 of #30DaysOfBiking and I just had to get out for a couple of hours in the rain. Started @Downtown_London. Made my way to @WesternU and checked out the almost empty campus. #LdnOnt #LdnOntBike @30DaysOfBiking https://t.co/w47f1eDZPt,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,3,3,photo,https://pbs.twimg.com/media/EzYZfrsXsAM7AJL.jpg,
Dr. Kate H. Choi,Western University,,,,,,,,,,,,2021-04-21T10:09:01.000Z,Wed Apr 21 10:09:01 +0000 2021,0,RT @KateHeeChoi : Please check out the @CCF_Families blog @TheSocietyPages.  It features my paper with @regoldberg50 published in @JMF_NCFR about the family instability that multiracial children experience. Special thanks to @ATKuperberg for the opportunity to discuss our research @WesternU https://t.co/hG210pfmxt,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/ATKuperberg/status/1384515071435583490 ,0,6,,,
Paul Gribble,Western University,,,,,,,,,,,,2021-04-21T03:31:01.000Z,Wed Apr 21 03:31:01 +0000 2021,0,RT @paulgribble : new iMacs in official @westernu purple? https://t.co/HDcDESyCPQ https://t.co/4GSVyXh0Ta,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.apple.com/imac-24/ ,0,1,photo,https://pbs.twimg.com/media/Ezc15rdXMAIxUJA.jpg,
Western Alumni,Western University,,,,,,,,,,,,2021-04-21T02:33:01.000Z,Wed Apr 21 02:33:01 +0000 2021,0,"RT @westernuAlumni : It's #NationalLookAlikeDay! Which view is your favourite?
#westernu #purpleandproud #ldnont

??: @WesternU https://t.co/wvzJqDVL4X",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,4,1,photo,https://pbs.twimg.com/media/Ezbd2BTWEAI4GHN.jpg,
Schulich WesternU,Western University,,,,,,,,,,,,2021-04-21T02:00:11.000Z,Wed Apr 21 02:00:11 +0000 2021,0,"RT @SchulichMedDent : Congratulations and welcome to @WesternU's newest resident doctors! And to the Medicine Class of 2021, we wish you continued success in your professional journey. https://t.co/Vq7a1OxirO",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/EzbZEXCX0AANP1x.jpg,
Western University,Western University,,,,,,,,,,,,2021-04-21T01:07:48.000Z,Wed Apr 21 01:07:48 +0000 2021,2,@BCollamer @myra__davis https://t.co/DssJF8rzMT,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://www.ivey.uwo.ca/mba/admissions/scholarships-awards-loans/ ,0,2,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T01:06:59.000Z,Wed Apr 21 01:06:59 +0000 2021,0,"@Asys1991 @WHO @maxwellsmith @westernuFHS We hope you'll consider the article that was linked in our tweet for a more detailed read on @maxwellsmith's take - ""Ethics of mandatory vaccinations: benefits may not outweigh challenges"".  https://t.co/OooQSqW0HC",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://news.westernu.ca/2021/04/mandatory-vaccination/ ,0,5,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T01:04:04.000Z,Wed Apr 21 01:04:04 +0000 2021,3,@jcablek @Downtown_London @30daysofbiking Beautiful photos! That oncoming train has us nervous though.,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,3,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T01:03:08.000Z,Wed Apr 21 01:03:08 +0000 2021,1,"@DaPearl1978 We believe this is an important question to explore, and we are proud to see @maxwellsmith's thought leadership on the world stage. The link in our tweet takes you through his work, ultimately proposing that the benefits of mandatory vaccinations wouldn't outweigh the costs.",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T00:59:02.000Z,Wed Apr 21 00:59:02 +0000 2021,1,"@gcabman @WHO @maxwellsmith @westernuFHS Exploring critical, timely questions and issues? It's what we live for. The tweet links to an article that carefully considers the idea, and ultimately proposes that the benefits of mandatory vaccinations wouldn't outweigh the costs. https://t.co/OooQSqW0HC",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://news.westernu.ca/2021/04/mandatory-vaccination/ ,0,4,,,
Western University,Western University,,,,,,,,,,,,2021-04-21T00:31:18.000Z,Wed Apr 21 00:31:18 +0000 2021,6,"@cwilliamg @SFUHistory @westernuINDS @westernupubhist Putting up our hands with a few hundred internet and new #WesternU friends to say, we're so excited about this!",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,3,,,
MLHealthUnit,Western University,,,,,,,,,,,,2021-04-19T22:23:02.000Z,Mon Apr 19 22:23:02 +0000 2021,0,"RT @MLHealthUnit : Starting Tuesday, adults 40+ can get the AstraZeneca COVID-19 vaccine at pharmacy locations in London &amp; Middlesex County. To make an appointment, please contact the pharmacy directly. Click here to find a participating pharmacy near you: https://t.co/hzYI6LfmKa #LdnOnt #Middlesex https://t.co/XgpPPgYaFu",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://covid-19.ontario.ca/vaccine-locations https://twitter.com/ONThealth/status/1384132498611834892 ,2,0,,,
Western University,Western University,,,,,,,,,,,,2021-04-19T20:28:40.000Z,Mon Apr 19 20:28:40 +0000 2021,0,"This week, the #WesternU #COVID19 testing centre is open for students, faculty and staff from 9:30 a.m. to 4:00 p.m. (Monday to Friday). #TakeCareWesternU https://t.co/Emv7vT6ULN",4,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/testing.html ,3,0,,,
Western University,Western University,,,,,,,,,,,,2021-04-19T18:23:06.000Z,Mon Apr 19 18:23:06 +0000 2021,14,Should #COVID19 vaccines be mandatory? A new @WHO policy brief led by #WesternU's @maxwellsmith provides ethical guidance for countries and organizations @westernuFHS https://t.co/OooQSrdBza,7,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/04/mandatory-vaccination/ ,2,3,,,
Western University,Western University,,,,,,,,,,,,2021-04-19T17:13:20.000Z,Mon Apr 19 17:13:20 +0000 2021,69,"Wishing a very happy birthday AND new-movie-trailer-day to @SimuLiu - @westernuAlumni, Marvel superhero and of course, Jung Kim of CBC's @KimsConvenience! #purpleandproud https://t.co/WmC6dbttWy",10,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/MarvelStudios/status/1384137317967831041 ,1,3,,,
Public Humanities,Western University,,,,,,,,,,,,2021-04-19T12:47:01.000Z,Mon Apr 19 12:47:01 +0000 2021,0,"RT @PHWestern : Join us @WesternU for a conversation on challenging an antiblack pedagogy in our curriculum, featuring a presentation by Philip Howard (@PhilipSSHoward), ""More Than a Diverse Reading List,"" hosted by @westernuCTL.

Registration is free to all!  #CdnPSE
https://t.co/9ccld6gk0b https://t.co/XrKJHUJIzt",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://westernuniversity.zoom.us/webinar/register/WN_Fx8-QiJFRS2RoMV431dZBg ,1,3,photo,https://pbs.twimg.com/media/EzB8gVoWUAMTAWN.jpg,
"????Ravi Menon, FCAHS, FRSC ????",Western University,,,,,,,,,,,,2021-04-19T11:08:02.000Z,Mon Apr 19 11:08:02 +0000 2021,0,"RT @northernthrux : On April 17th, 1996, the world's 1st production UHF MRI scanner arrived @WesternCFMM. A  @SiemensHealth and Varian NMR collab., 100's of papers followed incl. in @ScienceMagazine, @nature , @PNASNews  before 4T Serial #001 was retired in 2007. Happy 25th Anniversary ?? to my lab. https://t.co/giEm21qfjK",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,5,photo,https://pbs.twimg.com/media/EzDTvgYWgAcpAJ-.jpg,
Ray Bernoties,Western University,,,,,,,,,,,,2021-04-16T22:53:22.000Z,Fri Apr 16 22:53:22 +0000 2021,0,RT @ray_oak : Someone is blasting the Tragically Hip in our parking lot and...I am here for it.??Back in my @WesternU days  we'd see them regularly at a small pub 'Call the Office'. We'd chat with them. We had no idea how impactful they would become. Let 'er rip buddy.??Life is way too short. https://t.co/StE37rR0BN,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,animated_gif,https://video.twimg.com/tweet_video/Ey9qgnmVEAADH4m.mp4,
Mishaal Surti (mih-shawl soor-thi),Western University,,,,,,,,,,,,2021-04-16T20:33:01.000Z,Fri Apr 16 20:33:01 +0000 2021,0,"RT @MrSurti : I’m honoured for my alma mater to be featuring my composition, When Dawn Shines, as part of #WorldVoiceDay. Thanks @mramsay80 and the @WeeternUMusic Singers! https://t.co/IoF9amgZgu",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/westernuMusic/status/1383050042546614274 ,1,1,,,
Western Music,Western University,,,,,,,,,,,,2021-04-16T19:33:01.000Z,Fri Apr 16 19:33:01 +0000 2021,0,RT @westernuMusic : Happy #WorldVoiceDay! Today we are raising our voices in celebration of all things #voice @WesternU. Join us online as we share #choral #opera and solo recital performances from the past year. https://t.co/0XYo4fnUk5 https://t.co/JMZ4MXzqcX,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://music.uwo.ca/news/2021/world-voice-day.html ,4,1,photo,https://pbs.twimg.com/media/EzDTQwtXIAcdoA1.jpg,
London Free Press,Western University,,,,,,,,,,,,2021-04-16T17:05:01.000Z,Fri Apr 16 17:05:01 +0000 2021,0,"RT @LFPress : Researchers from @WesternU have shown how prolonged psychological stress, such as living through a pandemic, hinders the immune system’s defences against cancer, bacterial infections and viruses such as #COVID19. @HeatheratLFP reports: https://t.co/wV1Bw24RpG #ldnont https://t.co/IwsIiWrHSV",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://tinyurl.com/u8kjtyux ,2,2,photo,https://pbs.twimg.com/media/EzGTe85WYAIQBru.jpg,
Western University,Western University,,,,,,,,,,,,2021-04-16T11:08:03.000Z,Fri Apr 16 11:08:03 +0000 2021,63,"#WesternU, we know this hasn’t been easy. Please do your part to reduce the spread of #COVID19 in our community. 
? Limit your close contacts
? Wear a mask
? Wash your hands
? Stay home
? Get tested

#takecarewesternu #ldnont https://t.co/MQcJxM3zh5",76,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,,4,0,photo,https://pbs.twimg.com/media/EzF0MY3XMAIq7xO.jpg,
Western University,Western University,,,,,,,,,,,,2021-04-16T02:16:06.000Z,Fri Apr 16 02:16:06 +0000 2021,24,"Our @westernuTechSvs team have confirmed that all systems have been restored, OWL is functioning and tomorrow’s exams will proceed. Thank you for your patience!",21,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,
Schulich WesternU,Western University,,,,,,,,,,,,2021-04-16T00:30:05.000Z,Fri Apr 16 00:30:05 +0000 2021,0,"RT @SchulichMedDent : A report authored by @WesternU alumni examines anti-Black racism through a public health lens; recognizing how health, education, and the justice and social systems are all intertwined. ""This report was needed to offer actual actionable steps to dismantle structural racism.""",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,,,
Western University,Western University,,,,,,,,,,,,2021-04-15T22:40:36.000Z,Thu Apr 15 22:40:36 +0000 2021,50,"Due to system-related issues, #WesternU exams that were to take place at 7 p.m. this evening will be rescheduled. Students impacted will hear from their instructors. We know this is a disruption and we are working as diligently as we can to rectify the problem.",33,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,,1,0,,,
London Inc. Magazine,Western University,,,,,,,,,,,,2021-04-15T22:23:01.000Z,Thu Apr 15 22:23:01 +0000 2021,0,"RT @LdnIncMag : A helping hand for innovation: Drawing a record number of entries, the Proteus Innovation Challenge celebrates and accelerates commercialization strategies of promising technologies coming out of Ontario institutions https://t.co/GA4MnYzOF9 #ldnont #519ldn #swont #519 @WesternU",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://bit.ly/32j5pJ2 ,3,1,,,
WesternU Tech Svs,Western University,,,,,,,,,,,,2021-04-15T21:31:36.000Z,Thu Apr 15 21:31:36 +0000 2021,0,"RT @westernuTechSvs : #WesternU WTS is investigating issues impacting OWL, PeopleSoft and other applications. Please check https://t.co/CC44aBbWGY for updates.",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://wts.uwo.ca/systemstatus/ ,1,0,,,
Western University,Western University,,,,,,,,,,,,2021-04-15T19:09:48.000Z,Thu Apr 15 19:09:48 +0000 2021,78,We are so #purpleandproud of the #WesternU recipients of the 2021 Awards of Excellence in Teaching. Thank you for engaging and inspiring our students. @westernuCTL @westernuArts @westernuFHS @SchulichMedDent @westernuScience @westernuSocSci  https://t.co/abOfGEgQJg,12,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/04/western-teaching-awards-2021/ ,2,6,,,
Western Alumni,Western University,,,,,,,,,,,,2021-04-15T17:15:01.000Z,Thu Apr 15 17:15:01 +0000 2021,0,"RT @westernuAlumni : Shout out to all the pets who supervise us at home! #tbt 

Here Clancy keeps an eye on Ron Laplante, a fourth-year journalism student as he studies for exams in 1954. Where was your favourite spot to study at #WesternU?
#purpleandproud #ldnont

??: @LFPress collection, April 1954 https://t.co/cvNuaDb36d",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,4,1,photo,https://pbs.twimg.com/media/EzAil2-WUAIRX2h.jpg,
Western University,Western University,,,,,,,,,,,,2021-04-15T16:17:01.000Z,Thu Apr 15 16:17:01 +0000 2021,10,"Bringing entrepreneurial students together to propose ways to commercialize technologies, this year's Proteus Innovation Competition saw more entries than ever before. @WORLDiscoveries #takeflightwesternu #onpse https://t.co/l2kS0gGJxd",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/04/proteus-innovation-record-entries/ ,2,1,,,
Western University,Western University,,,,,,,,,,,,2021-04-14T22:09:01.000Z,Wed Apr 14 22:09:01 +0000 2021,18,New #WesternU study shows how chronic stress may inhibit the body’s ability to fight #cancer. @SchulichMedDent @haeryfar https://t.co/IFT20Bv0zo,2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/04/chronic-stress-cancer/ ,2,2,,,
Ivey Business School,Western University,,,,,,,,,,,,2021-04-14T18:42:01.000Z,Wed Apr 14 18:42:01 +0000 2021,0,"RT @iveybusiness : Six women from Ivey's MBA Class of 2022 are recipients of the @LeanInCanada Scholarships for #WomenInBusiness. The awards go to women with strong leadership skills who contribute to the community at Ivey by empowering their fellow classmates. 
https://t.co/PjxVdQ25Nb",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.ivey.uwo.ca/news/news-ivey/2021/april/six-ivey-mba-women-named-lean-in-canada-scholarship-recipients/ ,1,1,,,
