,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
University of Toronto,University of Toronto,,,,,,,,,,1766,,2021-06-23T14:01:00.000Z,Wed Jun 23 14:01:00 +0000 2021,31,"Celebrate your #UofTGrad21 experience with our customized #UofT Zoom backgrounds, AR filter, GIPHY stickers &amp; Instagram activities. ?? https://t.co/Y8t5SfWGdt https://t.co/xm4mq3tJMx",11,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://uoft.me/cd21 ,2,0,video,https://video.twimg.com/amplify_video/1407688303105785863/vid/320x320/MOnleyi2MbD3DVdc.mp4?tag=14,
University of Toronto,University of Toronto,,,,,,,,,,1767,,2021-06-23T13:39:50.000Z,Wed Jun 23 13:39:50 +0000 2021,20,"#UofTGrad21: #UofT grad Krysta Cooke from @UofT_FIFSW pursues a social work career in memory of her brother, a victim of violent crime ?? https://t.co/2nnVC2GvyF https://t.co/06GnuAmAbF",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Qb ,2,1,photo,https://pbs.twimg.com/media/E4ki5SeWQAAKCfw.jpg,https://pbs.twimg.com/media/Ery-dGwUcAAEQ7s.jpg
University of Toronto,University of Toronto,,,,,,,,,,1768,,2021-06-22T20:01:48.000Z,Tue Jun 22 20:01:48 +0000 2021,27,Overseeing a ‘small city’: Claire Kennedy reflects on her time as chair of #UofT's Governing Council ?? https://t.co/ITvx12GuOs https://t.co/ym6wyDjN5J,4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Q1 ,1,0,photo,https://pbs.twimg.com/media/E4gw4PUX0AQEbpb.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1769,,2021-06-22T19:31:07.000Z,Tue Jun 22 19:31:07 +0000 2021,30,"Harry LaForme, Canada’s first Indigenous appellate judge, receives honorary degree #UofTGrad21 https://t.co/JHJXDvytSa https://t.co/1D6cyA8t5O",5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/hlaforme ,1,0,photo,https://pbs.twimg.com/media/E4glt-JWEAEv3Lh.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1770,,2021-06-22T18:01:04.000Z,Tue Jun 22 18:01:04 +0000 2021,11,"Elder Constance Simmonds provides @UTLaw students with care, community &amp; an Indigenous worldview #UofT ?? https://t.co/FNDRaHp79X https://t.co/1zfFdIZQc8",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Q0 ,1,1,photo,https://pbs.twimg.com/media/E4gVPXrXwAAG7Zh.jpg,https://pbs.twimg.com/media/EryYpMMUwAAD-N_.jpg
University of Toronto,University of Toronto,,,,,,,,,,1771,,2021-06-22T16:46:16.000Z,Tue Jun 22 16:46:16 +0000 2021,59,"Ahead of #UofTGrad21, students from across our three #UofT campuses reflect on what it means to graduate &amp; why their classmates should take pride in their accomplishments. ?? https://t.co/ofl0ZgbLxa https://t.co/iRq15UqCbw",23,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://uoft.me/utgrads21 ,2,0,video,https://video.twimg.com/amplify_video/1407376653836242946/vid/640x360/w3Wn7UxI2vCBFLCj.mp4?tag=14,https://pbs.twimg.com/media/EryJEVqXYAE9H97.jpg
University of Toronto Student Life,University of Toronto,,,,,,,,,,1772,,2021-06-22T15:01:08.000Z,Tue Jun 22 15:01:08 +0000 2021,0,"RT @UofTStudentLife : U of T My SSP offers mental health support for all #UofT students:
*free, confidential support
*available 24/7/365 in multiple languages
Call 1-844-451-9700 or download the app: https://t.co/1OUUkUbKCK",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uoft.me/mysspuoft ,1,0,,,
University of Toronto,University of Toronto,,,,,,,,,,1773,,2021-06-22T14:01:18.000Z,Tue Jun 22 14:01:18 +0000 2021,109,"Only 16, #UofT grad Vivian Xie is a big fan of learning – as long as it’s fun #UofTGrad21 ?? https://t.co/gBoduVB41c https://t.co/xPXzCwRMQd",13,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6P- ,2,0,photo,https://pbs.twimg.com/media/E4fZT51WEAMBRt4.jpg,https://pbs.twimg.com/media/Erx1FYvXAAAFsdC.jpg
University of Toronto,University of Toronto,,,,,,,,,,1774,,2021-06-21T21:06:30.000Z,Mon Jun 21 21:06:30 +0000 2021,25,Only 2 days until #UofTGrad21! ?? Find all the details to celebrate our #UofT Class of 2021 virtually on June 23 at 12 p.m. EDT at https://t.co/qxL8VFdSpW https://t.co/ZBzJqwVCUi,9,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://www.utoronto.ca/convocation/ ,2,0,video,https://video.twimg.com/amplify_video/1407072212553768969/vid/1280x720/trzyJrRDBu4_XsZE.mp4?tag=14,https://pbs.twimg.com/media/Erxy4sQVQAEE7As.jpg
University of Toronto,University of Toronto,,,,,,,,,,1775,,2021-06-21T20:01:05.000Z,Mon Jun 21 20:01:05 +0000 2021,82,"A Rhodes Scholar and student leader, #UofT grad @Ikran_Jama brought her community into the classroom ?? #UofTGrad21 https://t.co/oyzGrj78nt https://t.co/6pFTc5LI3m",17,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,https://uoft.me/ikran ,2,1,photo,https://pbs.twimg.com/media/E4bnH54X0AAz-KR.jpg,https://pbs.twimg.com/media/Ert4wlxVoAAeg29.jpg
University of Toronto,University of Toronto,,,,,,,,,,1776,,2021-06-21T19:40:19.000Z,Mon Jun 21 19:40:19 +0000 2021,12,"""If we decide to work together, we can make it work and leave the world in a much better state than it is now,"" says #UofT honorary degree recipient Warren M. Washington to #UofTGrad21.

Recognized as a pioneering climate change researcher, watch: https://t.co/CSR2MDrWOm https://t.co/KDoEhJbKM7",5,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://uoft.me/wwashington ,2,0,video,https://video.twimg.com/amplify_video/1407055016263888909/vid/640x360/8ALMOMcyduC8aaHL.mp4?tag=14,
U of T Alumni,University of Toronto,,,,,,,,,,1777,,2021-06-21T19:28:45.000Z,Mon Jun 21 19:28:45 +0000 2021,0,"RT @uoftalumni : Here's the ultimate tip list for new @UofT grads – by alumni, for alumni. What advice would you add for the class of 2021? 

Stay in touch #UofTGrad21: https://t.co/quG5BEaQsK https://t.co/Aap36mP9SE",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2zNPqIy ,1,1,video,https://video.twimg.com/amplify_video/1405192555839606792/vid/720x1280/jxBp4TiwuRHlyWr2.mp4?tag=14,https://pbs.twimg.com/media/Ers5JqCU0AcxHUp.jpg
Ri / ?????,University of Toronto,,,,,,,,,,1778,,2021-06-21T18:55:01.000Z,Mon Jun 21 18:55:01 +0000 2021,0,RT @Rileyyesnomaybe : Nice to reflect on things this #IndigenousPeoplesDay It’s a big week! https://t.co/ujZ0JHPgiz,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://twitter.com/UofT/status/1407044677929418753 ,1,0,,,https://pbs.twimg.com/media/ErsrtntVoAASgPZ.jpg
University of Toronto,University of Toronto,,,,,,,,,,1779,,2021-06-21T18:36:07.000Z,Mon Jun 21 18:36:07 +0000 2021,122,"Before #UofT, Riley @rileyyesnomaybe sat on the Prime Minister’s youth council, now, she’s working on the government’s first-ever LGBTQ2 action plan, writing a book &amp; is the first Indigenous member of her family to graduate from university. #UofTGrad21 https://t.co/UPhq0TC4cn https://t.co/rbvjaepVHN",25,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://uoft.me/riley ,2,1,video,https://video.twimg.com/amplify_video/1407034122250371083/vid/1280x720/XUXFNlwNodyiFQ8K.mp4?tag=14,https://pbs.twimg.com/media/ErsibMTUcAYBfne.jpg
U of T Public Health,University of Toronto,,,,,,,,,,1780,,2021-06-21T17:59:34.000Z,Mon Jun 21 17:59:34 +0000 2021,0,"RT @UofT_dlsph : Indigenous health-care groups held a pow-wow vaccination clinic in Toronto last weekend in the hopes of creating a culturally safe space for First Nations, Inuit and Métis people to get vaccinated. Great work by @wbiih_ &amp; @auduzhe and all partners involved https://t.co/3cRpREUayF https://t.co/ePSYWMkAVa",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://buff.ly/3iUGKnP ,0,2,photo,https://pbs.twimg.com/media/E4aqZN5XwAIID9J.jpg,
First Nations House,University of Toronto,,,,,,,,,,1781,,2021-06-21T17:59:04.000Z,Mon Jun 21 17:59:04 +0000 2021,0,"RT @UofTFNH : Intro to Medicines with James Carpenter - June 23 4-6pm EST

UofT Student Registration: 
https://t.co/587b1Ofyv7

Community members: 
e-mail stephanie.pangowish@utoronto.ca https://t.co/B58hvBXInZ",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://clnx.utoronto.ca/home/slevents.htm?eventId=33568 ,0,0,photo,https://pbs.twimg.com/media/E4aN2v5XoAEBLOA.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1782,,2021-06-21T17:03:48.000Z,Mon Jun 21 17:03:48 +0000 2021,21,"It’s not easy making a movie about your chronic disorder. Yet, that’s exactly what the #UofT student Sally Walker-Hudecki set out to do to raise the curtain on epilepsy &amp; premiere at @TorontoQueerFF. https://t.co/A9QNuf0DHT #Pride https://t.co/vmMk3sBFVU",4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://uoft.me/6PP ,2,1,photo,https://pbs.twimg.com/media/E4a9jSeXMAAFyJQ.jpg,https://pbs.twimg.com/media/Eroscy0XYAMP418.jpg
U of T Engineering,University of Toronto,,,,,,,,,,1783,,2021-06-21T16:19:27.000Z,Mon Jun 21 16:19:27 +0000 2021,0,RT @uoftengineering : We're so excited to celebrate the #Classof2T1 at this Wednesday's @UofT spring convocation &amp; virtual ceremony ??????. Don't forget to tag us in all of your posts using the hashtag #UofTGrad21 ????: https://t.co/HZhtbTkDoq https://t.co/VdV95SisON,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://uofteng.ca/convocation ,2,1,video,https://video.twimg.com/ext_tw_video/1406994677476253700/pu/vid/720x720/4SooT8NgHSN36Q9V.mp4?tag=12,https://pbs.twimg.com/media/Ern4GK1XcAEIrfo.jpg
University of Toronto,University of Toronto,,,,,,,,,,1784,,2021-06-21T15:00:13.000Z,Mon Jun 21 15:00:13 +0000 2021,6,"Lorraine Lipscombe @LorraineLipsc17 of @UofT_DoM @uoftmedicine &amp; @UofT_dlsph, has been appointed director of the Novo Nordisk Network for Healthy Populations #Insulin100 https://t.co/C7sQGBjJP6 https://t.co/mHorxNTFnc",1,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,https://uoft.me/6PL ,1,4,photo,https://pbs.twimg.com/media/E4aiQwTWUAUIXbU.jpg,
"U of T People Strategy, Equity & Culture",University of Toronto,,,,,,,,,,1785,,2021-06-21T14:21:13.000Z,Mon Jun 21 14:21:13 +0000 2021,0,"RT @workingatuoft : As the U of T community celebrates National Indigenous Peoples Day, please see this informational guide and feel free to circulate this information broadly.

https://t.co/0aydJaUKf0",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://hrandequity.utoronto.ca/memos/national-indigenous-peoples-day-in-the-workplace/ ,0,0,,,
University of Toronto,University of Toronto,,,,,,,,,,1786,,2021-06-19T14:09:12.000Z,Sat Jun 19 14:09:12 +0000 2021,81,‘Black excellence on full display’: Black Grad returns to #UofT with virtual event #UofTGrad21 ?? https://t.co/vG3e5ZAEoI https://t.co/1IsrwOCXms,18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Pt ,2,0,photo,https://pbs.twimg.com/media/E4QDG7jWYAcBPU0.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1787,,2021-06-18T21:08:02.000Z,Fri Jun 18 21:08:02 +0000 2021,33,"#UofTGrad21: With a PhD in stats, @UofTArtSci grad Cédric Beaulac plans to teach, do research &amp; explore video game design #UofT ?? https://t.co/R9ho0ajr8c https://t.co/RMqYhXGwa1",6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Pz ,2,1,photo,https://pbs.twimg.com/media/E4MZrU_XEAICZgH.jpg,https://pbs.twimg.com/media/Erj9LC2U0AEa5dO.jpg
Daniels Faculty,University of Toronto,,,,,,,,,,1788,,2021-06-18T20:02:39.000Z,Fri Jun 18 20:02:39 +0000 2021,0,"RT @UofTDaniels : The inaugural (virtual) End-of-Year Show is live! Explore a multidisciplinary collection of thesis projects from the Class of 2021. #danielsgrad21 #uoftgrad21 
https://t.co/50cn001UnP https://t.co/3i00sFXMDN",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://academic.daniels.utoronto.ca/eoy-show/ ,2,0,photo,https://pbs.twimg.com/media/E4MBjr7XMAEZvtY.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1789,,2021-06-18T19:00:01.000Z,Fri Jun 18 19:00:01 +0000 2021,7,"""We all experience life the same way, we all love the same way &amp; suffer the same way. It's good to be reminded of that,"" says #UofTGrad21 honorary degree recipient David Shore.

For work in the arts, as exec. producer &amp; showrunner @GoodDoctorABC, watch: https://t.co/W6eddtM5bZ https://t.co/T7uBjktmoI",5,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://uoft.me/dshore ,1,1,video,https://video.twimg.com/amplify_video/1405896231872761856/pl/_N1zEbTvxIYcn2i0.m3u8?tag=14&v=90e,
University of Toronto,University of Toronto,,,,,,,,,,1790,,2021-06-18T18:01:38.000Z,Fri Jun 18 18:01:38 +0000 2021,24,"#UofT's new online portal makes it easier for students to find mental health services &amp; resources on all three campuses, as well as those of partner organizations in the community. ?? https://t.co/xox8OYvb1t https://t.co/ndiuR373u5",12,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/MTH ,1,0,photo,https://pbs.twimg.com/media/E4Lo89lXwAIhhaH.jpg,
U of T Arts & Science,University of Toronto,,,,,,,,,,1791,,2021-06-18T17:01:01.000Z,Fri Jun 18 17:01:01 +0000 2021,0,"RT @UofTArtSci : The Indigenous Studies Students' Union hosts its fifth annual Honouring Our Students Pow Wow tomorrow, an online YouTube Premiere event that will include dancing, drumming, teachings, contests, giveaways and more.

Learn more: https://t.co/OjT2h4nvMh https://t.co/dCOOxs7OBW",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3zDIwzC ,0,0,photo,https://pbs.twimg.com/media/E4LKGzHXwAUO1rQ.jpg,https://pbs.twimg.com/media/ErjUFPeVcAIRj9q.jpg
University of Toronto,University of Toronto,,,,,,,,,,1792,,2021-06-18T16:01:08.000Z,Fri Jun 18 16:01:08 +0000 2021,40,#UofT researchers help develop quantum dot smartphone device to diagnose &amp; track #COVID19 ?? https://t.co/caA4o3HwY7 https://t.co/ijZ40vUxNY,11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Px ,2,0,photo,https://pbs.twimg.com/media/E4LRt_nWEAAQnet.jpg,
University of Toronto Student Life,University of Toronto,,,,,,,,,,1793,,2021-06-18T15:50:32.000Z,Fri Jun 18 15:50:32 +0000 2021,0,"RT @UofTStudentLife : #UofT grad students, take a break and connect with other grads at @UofTGradlife's Grad Connection chat forum. Next week's session will focus on navigating grad school as racialized &amp; Indigenous students — Wednesday, June 23, 1-3pmET (online). Register: https://t.co/BH8dP3cMiP https://t.co/7sLLIYC3tq",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/gradlife.htm?eventId=32457 ,1,0,photo,https://pbs.twimg.com/media/E4LKQTAXEAopJYQ.jpg,https://pbs.twimg.com/media/Eri4nGiVQAc6OgQ.png
University of Toronto,University of Toronto,,,,,,,,,,1794,,2021-06-18T15:01:20.000Z,Fri Jun 18 15:01:20 +0000 2021,17,'Re-imagine everything': How @UofT_dlsph's Francisco Ibáñez-Carrasco helped profs adjust to online teaching #UofT ?? https://t.co/GJrjTjYd58 https://t.co/aYC6v4hr0y,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Pu ,1,1,photo,https://pbs.twimg.com/media/E4K8W5yWEAcqzBj.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1795,,2021-06-18T14:24:14.000Z,Fri Jun 18 14:24:14 +0000 2021,28,Hui Wen came to U of T with the hope of making a positive impact. Her latest research has been focused on a vaccine management app that tracks stock levels of vaccine in Mozambique. What will your #UofT be? https://t.co/WCzezJgX78,10,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,1,0,video,https://video.twimg.com/amplify_video/1404895070583676938/vid/480x270/EqY1CojPSKfjdmnh.mp4?tag=14,
U of T Alumni,University of Toronto,,,,,,,,,,1796,,2021-06-18T14:22:15.000Z,Fri Jun 18 14:22:15 +0000 2021,0,"RT @uoftalumni : #UofTGrad21, you did it – high five! Update your email for info on all the lifelong perks that come with belonging to the @UofT alumni community, and for your chance to win a pair of AirPods. https://t.co/quG5BDTfBc https://t.co/VW4Jj4lrVs",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/2zNPqIy ,1,1,photo,https://pbs.twimg.com/media/E4KrLdGX0AEXKVl.png,
University of Toronto,University of Toronto,,,,,,,,,,1797,,2021-06-17T21:09:33.000Z,Thu Jun 17 21:09:33 +0000 2021,26,"Today at #UofT, we continue our #PrideMonth celebrations virtually across all three campuses. Keep those #DisplayYourPride photos &amp; videos coming! ? https://t.co/ESYS4gTFrz",11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/i/events/1405628713862152197 ,3,0,,,https://pbs.twimg.com/media/ErgM3Y5VkAAawBy.jpg
University of Toronto,University of Toronto,,,,,,,,,,1798,,2021-06-17T20:05:37.000Z,Thu Jun 17 20:05:37 +0000 2021,14,.@UofTEngineering team places first in AutoDrive Challenge for fourth straight year #UofT ?????? https://t.co/GR4e7T4dq4 https://t.co/hFsrozRie2,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Pq ,1,1,photo,https://pbs.twimg.com/media/E4HBtB-WQAcyWqU.jpg,https://pbs.twimg.com/media/ErdyKtvXAAAKRWL.jpg
University of Toronto,University of Toronto,,,,,,,,,,1799,,2021-06-17T19:05:50.000Z,Thu Jun 17 19:05:50 +0000 2021,8,"""Remember one thing, and that is that we are all interconnected,"" says #UofT honorary degree recipient Chandrakant Shah to #UofTGrad21.

Recognized as a public health leader, advocate for the health of Indigenous Peoples &amp; an equity champion, watch: https://t.co/IWxmu4Pm4h https://t.co/0iX6ECPqoz",3,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,https://uoft.me/cshah ,2,0,video,https://video.twimg.com/amplify_video/1405587281285632010/vid/480x270/NNntLph9p90Ef_Ir.mp4?tag=14,
U of T Mississauga,University of Toronto,,,,,,,,,,1800,,2021-06-17T18:53:26.000Z,Thu Jun 17 18:53:26 +0000 2021,0,"RT @UTM : It's time to #DisplayYourPride, #UTM! 
Tag us in your #Pride photos and videos and show how you're marking #UofTPride.  
More info on today's Display Your Pride event: https://t.co/7xwj8Nh0WU https://t.co/3X22pK5OO8",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://positivespace.utoronto.ca/display-your-pride-2021/ ,4,0,video,https://video.twimg.com/amplify_video/1405245036728664068/vid/480x270/GS6EFv5lpKi7rwng.mp4?tag=14,https://pbs.twimg.com/media/EreKWwZUcAEhBt-.jpg
University of Toronto Scarborough,University of Toronto,,,,,,,,,,1801,,2021-06-17T18:53:14.000Z,Thu Jun 17 18:53:14 +0000 2021,0,"RT @UTSC : Today is #DisplayYourPride day! 

#UTSC staff, students, alumni &amp; faculty are invited to show us what your #Pride looks like. You can dress up, decorate your office – anything goes! Post your photos using the hashtag #DisplayYourPrideUTSC – we will share our favourites! #UofT https://t.co/0qna3ByWfc",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,5,0,animated_gif,https://video.twimg.com/tweet_video/E4CAMEMVcAEZeL3.mp4,https://pbs.twimg.com/media/ErdkbTOXMAEeuwp.jpg
