"","Post","Entity","Position","Type","message"
"105","109","Canada","87","Location","@drjenirwin 2/ 98% of the Western community is fully vaccinated, as defined by Health Canada. As COVID-19 booster shots are not required to be considered fully vaccinated, proof of a third dose is not required. Therefore, we cannot speculate on the percentage who’ve received a booster shot."
"106","1091","Sustainability","106","Organization","RT @westernuSustain : Happening next week, Tues. Oct. 5th from 2-4pm on Concrete Beach, is the inaugural Sustainability Fair! Come network and get involved with these great groups doing sustainability work at #WesternU! https://t.co/mYlBIw6Qnw"
"107","1091","Tues","44","Person","RT @westernuSustain : Happening next week, Tues. Oct. 5th from 2-4pm on Concrete Beach, is the inaugural Sustainability Fair! Come network and get involved with these great groups doing sustainability work at #WesternU! https://t.co/mYlBIw6Qnw"
"108","1091","next week","33","Date","RT @westernuSustain : Happening next week, Tues. Oct. 5th from 2-4pm on Concrete Beach, is the inaugural Sustainability Fair! Come network and get involved with these great groups doing sustainability work at #WesternU! https://t.co/mYlBIw6Qnw"
"109","1091","Concrete Beach","73","Location","RT @westernuSustain : Happening next week, Tues. Oct. 5th from 2-4pm on Concrete Beach, is the inaugural Sustainability Fair! Come network and get involved with these great groups doing sustainability work at #WesternU! https://t.co/mYlBIw6Qnw"
"110","1092","Western Alumni Stadium","55","Organization","#WesternU’s iconic athletics stadium has been renamed Western Alumni Stadium following a $1.4-million donation from @westernuAlumni. Looking forward to many years of @WesternMustangs success in our newly named stadium. #ldnont https://t.co/QXrwOhGQmq"
"111","1092","$1.4-million donation","90","Money","#WesternU’s iconic athletics stadium has been renamed Western Alumni Stadium following a $1.4-million donation from @westernuAlumni. Looking forward to many years of @WesternMustangs success in our newly named stadium. #ldnont https://t.co/QXrwOhGQmq"
"112","1095","Meakins","87","Location","RT @JohnYooMD : Congratulations to @SchulichMedDent @WesternU alumnus Dr. Jonathan L. Meakins, MD’66, DSc’18, among six new Canadian health care leaders to be inducted into @CdnMedHallFame. Dr. Meakins has transformed surgical thinking and practice around the world. #CMHF https://t.co/kEib5zBPud https://t.co/V80pCS4PXc"
"113","1096","Vanguard Innovator Award","159","Organization","In breakthrough after breakthrough, #WesternU's Dr. Doug Fraser is making a difference in #COVID19 and #concussion research. His work has earned him the 2021 Vanguard Innovator Award from @WORLDiscoveries. @SchulichMedDent @lawsonresearch @LHSCCanada https://t.co/QdolKUy59P"
"114","1096","Doug Fraser","53","Person","In breakthrough after breakthrough, #WesternU's Dr. Doug Fraser is making a difference in #COVID19 and #concussion research. His work has earned him the 2021 Vanguard Innovator Award from @WORLDiscoveries. @SchulichMedDent @lawsonresearch @LHSCCanada https://t.co/QdolKUy59P"
"115","1096","2021","154","Date","In breakthrough after breakthrough, #WesternU's Dr. Doug Fraser is making a difference in #COVID19 and #concussion research. His work has earned him the 2021 Vanguard Innovator Award from @WORLDiscoveries. @SchulichMedDent @lawsonresearch @LHSCCanada https://t.co/QdolKUy59P"
"116","1099","://t.co/SM9FAWt461","81","Date","RT @westernuProvost : New $1M-gift drives Western entrepreneurial programs https://t.co/SM9FAWt461 via @westernu"
"117","1099","$","27","Money","RT @westernuProvost : New $1M-gift drives Western entrepreneurial programs https://t.co/SM9FAWt461 via @westernu"
"118","11","Hollywood","140","Location","""You have to start somewhere, and sometimes starting small is easier."" #WesternU prof and #videogame labour expert @jweststar spoke to The Hollywood Reporter about @VodeoGames and @RavenSoftware recognizing worker groups and unions, rare for the industry. https://t.co/vUmEGURbp9"
"119","110","6,000","123","Date","@drjenirwin 1/We continue to encourage everyone to #GetBoosted through social media and direct contact with the more than 6,000 first-year students who returned to campus on Monday. We are also one of the few universities that continues to operate an on-campus vaccination and testing centre."
"120","110","Monday","175","Date","@drjenirwin 1/We continue to encourage everyone to #GetBoosted through social media and direct contact with the more than 6,000 first-year students who returned to campus on Monday. We are also one of the few universities that continues to operate an on-campus vaccination and testing centre."
"121","1100","Office of Indigenous Initiatives","206","Organization","RT @westernuAlumni : Q3: What advice do you have for our audience today?

“Tell one other person today what you've learned. Don't internalize it. Act upon it.” — @cwilliamg 

For more resources, visit the Office of Indigenous Initiatives. 
#NDTR #westernu 
https://t.co/l8zRGwKZhc"
"122","1100","today","67","Date","RT @westernuAlumni : Q3: What advice do you have for our audience today?

“Tell one other person today what you've learned. Don't internalize it. Act upon it.” — @cwilliamg 

For more resources, visit the Office of Indigenous Initiatives. 
#NDTR #westernu 
https://t.co/l8zRGwKZhc"
"123","1100","today","98","Date","RT @westernuAlumni : Q3: What advice do you have for our audience today?

“Tell one other person today what you've learned. Don't internalize it. Act upon it.” — @cwilliamg 

For more resources, visit the Office of Indigenous Initiatives. 
#NDTR #westernu 
https://t.co/l8zRGwKZhc"
"124","1101","Office of Indigenous Initiatives","55","Organization","Photos from today's events organized by the #WesternU Office of Indigenous Initiatives recognizing the National Day for #TruthAndReconciliation and commemorating #OrangeShirtDay #NDTR2021 #ldnont #onpse #cdnpse https://t.co/0Bk8qzhk9p"
"125","1101","National Day","104","Organization","Photos from today's events organized by the #WesternU Office of Indigenous Initiatives recognizing the National Day for #TruthAndReconciliation and commemorating #OrangeShirtDay #NDTR2021 #ldnont #onpse #cdnpse https://t.co/0Bk8qzhk9p"
"126","1101","today","13","Date","Photos from today's events organized by the #WesternU Office of Indigenous Initiatives recognizing the National Day for #TruthAndReconciliation and commemorating #OrangeShirtDay #NDTR2021 #ldnont #onpse #cdnpse https://t.co/0Bk8qzhk9p"
"127","1101","#NDTR2021","179","Date","Photos from today's events organized by the #WesternU Office of Indigenous Initiatives recognizing the National Day for #TruthAndReconciliation and commemorating #OrangeShirtDay #NDTR2021 #ldnont #onpse #cdnpse https://t.co/0Bk8qzhk9p"
"128","1103","Indian","47","Location","RT @westernuAlumni : Q1: What was the goal of Indian residential schools, and why were they created? https://t.co/zqX11LIoVo"
"129","1104","Truth and Reconciliation Call","164","Organization","#WesternU director of Indigenous studies @janiceatwestern has co-authored a book celebrating the untold stories of Indigenous athletes as a direct response to the Truth and Reconciliation Call to Action 87 @Rec_Can @_MASRC https://t.co/4Exy7RbY3h"
"130","1109","Truth and Reconciliation","82","Organization","RT @janiceatwestern : Today is set aside to remember and reflect on the need for Truth and Reconciliation in Canada. This one day, put into practice for the rest of the year, will go a long way to address our ongoing history of colonialism. #everychildmatters https://t.co/MmoboaXAEG"
"131","1109","Today","23","Date","RT @janiceatwestern : Today is set aside to remember and reflect on the need for Truth and Reconciliation in Canada. This one day, put into practice for the rest of the year, will go a long way to address our ongoing history of colonialism. #everychildmatters https://t.co/MmoboaXAEG"
"132","1109","Canada","110","Location","RT @janiceatwestern : Today is set aside to remember and reflect on the need for Truth and Reconciliation in Canada. This one day, put into practice for the rest of the year, will go a long way to address our ongoing history of colonialism. #everychildmatters https://t.co/MmoboaXAEG"
"133","111","tomorrow","112","Date","RT @booksatwesternu : ? LIMITED-TIME OFFER: SAVE 18.78% STORE-WIDE. ??Get ready to feel the Western Day spirit tomorrow! Treat yourself to a new piece of #purpleandproud merch with our special sale from March 2–3 in celebration of @WesternU founding in 1878. Shop now: https://t.co/bLAYPsYuTb https://t.co/Pv8PobtKT5"
"134","111","March 2–3","204","Date","RT @booksatwesternu : ? LIMITED-TIME OFFER: SAVE 18.78% STORE-WIDE. ??Get ready to feel the Western Day spirit tomorrow! Treat yourself to a new piece of #purpleandproud merch with our special sale from March 2–3 in celebration of @WesternU founding in 1878. Shop now: https://t.co/bLAYPsYuTb https://t.co/Pv8PobtKT5"
"135","111","1878","254","Date","RT @booksatwesternu : ? LIMITED-TIME OFFER: SAVE 18.78% STORE-WIDE. ??Get ready to feel the Western Day spirit tomorrow! Treat yourself to a new piece of #purpleandproud merch with our special sale from March 2–3 in celebration of @WesternU founding in 1878. Shop now: https://t.co/bLAYPsYuTb https://t.co/Pv8PobtKT5"
"136","1111","today","96","Date","@ct_degroot @KathyNavackas @cwilliamg We have learned that despite increasing capacity for the today's webinar, we experienced a glitch on Zoom that prevented many participants from joining. We apologize to anyone who was impacted and are actively seeking an opportunity for those who wish to join a future lecture."
"137","1112","Truth and Reconciliation","116","Organization","RT @westernuAlumni : Thank you to @cwilliamg for an incredibly moving lecture today as we observe National Day for Truth and Reconciliation. 

Below are some excerpts from the lecture.
#NDTR #westernu"
"138","1112","today","79","Date","RT @westernuAlumni : Thank you to @cwilliamg for an incredibly moving lecture today as we observe National Day for Truth and Reconciliation. 

Below are some excerpts from the lecture.
#NDTR #westernu"
"139","1113","Indigenous Learning Centre","124","Organization","From a welcome desk with greetings in 30 #Indigenous languages, to a healing garden beside a sacred fire - #WesternU's new Indigenous Learning Centre will be infused with meaning. #cdnpse #onpse #ldnont #NDTR2021 https://t.co/CDrMoHWfWC"
"140","1113","#NDTR2021","204","Date","From a welcome desk with greetings in 30 #Indigenous languages, to a healing garden beside a sacred fire - #WesternU's new Indigenous Learning Centre will be infused with meaning. #cdnpse #onpse #ldnont #NDTR2021 https://t.co/CDrMoHWfWC"
"141","1116","Office of Indigenous Initiatives","5","Organization","The Office of Indigenous Initiatives has organized a series of events designed for ongoing education and reflection for everyone in the Western community. See the list of events for today and beyond. https://t.co/HyOssWAPNP #WesternU #NDTR2021"
"142","1116","today","183","Date","The Office of Indigenous Initiatives has organized a series of events designed for ongoing education and reflection for everyone in the Western community. See the list of events for today and beyond. https://t.co/HyOssWAPNP #WesternU #NDTR2021"
"143","1117","Truth and Reconciliation Commission","97","Organization","We recognize that we have an important role to play in responding to the Calls to Action of the Truth and Reconciliation Commission of Canada. That’s why we have made this work a priority in Western’s new Strategic Plan. https://t.co/Z1rZ1CNKEN"
"144","1117","Strategic Plan","206","Organization","We recognize that we have an important role to play in responding to the Calls to Action of the Truth and Reconciliation Commission of Canada. That’s why we have made this work a priority in Western’s new Strategic Plan. https://t.co/Z1rZ1CNKEN"
"145","1117","Canada","136","Location","We recognize that we have an important role to play in responding to the Calls to Action of the Truth and Reconciliation Commission of Canada. That’s why we have made this work a priority in Western’s new Strategic Plan. https://t.co/Z1rZ1CNKEN"
"146","1118","Truth and Reconciliation","43","Organization","Today is @Canada’s first National Day for Truth and Reconciliation. This is an opportunity to honour the resilience of Indigenous Peoples by acknowledging and mourning the enduring trauma caused by the Residential School system and other forms of colonization. #NDTR2021 https://t.co/t11sWNJnke"
"147","1118","Residential School","203","Organization","Today is @Canada’s first National Day for Truth and Reconciliation. This is an opportunity to honour the resilience of Indigenous Peoples by acknowledging and mourning the enduring trauma caused by the Residential School system and other forms of colonization. #NDTR2021 https://t.co/t11sWNJnke"
