Post,message
133,"Welcome back Mustangs, we are so happy to have you on campus!

As you return to #WesternU today, remember that you can pick up your medical-grade ASTM Level 3 masks at all @westernulibs locations with your Western ONECard.

??: Armin Farhang-Pour https://t.co/pRVpveRO8V"
134,"""The universe and/or galaxies are in some ways much simpler than we had imagined,” says @westernuphysast prof @PBarmby in response to research using a single simulated galaxy to determine the composition of the universe in this @WIRED article. #WesternU
https://t.co/Oly5QOGtyM"
135,#WesternU's @OpiyoOloya on what post-secondary institutions must do to advance #EDI. #BlackHistoryMonth #cdnpse #onpse https://t.co/wUfevizV8H
136,"RT @patsearle : Next week, I'll be interviewing Survivor winner @erika_cas about her experience on the show and what lessons from her time at @WesternU did she bring with her to the deserted island. Got a question for Erika? Reply below! RSVP here: https://t.co/DlD9nsoCe5 https://t.co/jtug3WdXkV"
137,#WesternU alum Susan E. Gibson has drawn on almost four decades of experience in 70 countries for her new why-to/how-to book about #volunteer service. #purpleandproud @westernuAlumni https://t.co/xnj9eqzeZq
138,#WesternU prof @MarnieWedlake on what people should consider as they re-adjust to being in the company of others as #COVID19 restrictions lift. https://t.co/XGoJFuqbBi
139,"'If you want your work to have an impact, it has to be in the world beyond the academic world.' Professor @jweststar applauds new licensing agreements that offer #WesternU researchers and readers more open access to journal articles. @westernulibs #cdnpse https://t.co/f6oVJjuztD"
140,"RT @westernuReg : Congratulations to our new graduates! Diploma pickup will begin Monday, February 28 at 10:00 a.m. until Friday, March 11, 2022, at 4:00 p.m. in Student Central. For office hours visit:  https://t.co/gaznj0Qcwt #westernu https://t.co/DGkI4LxfES"
141,"From profiling diseases to developing next-generation, solid-state lithium-ion batteries, some innovative #WesternU research projects have received a total of $1.25M in federal funding from @InnovationCA. @SchulichMedDent @westernuEng @westernuFHS https://t.co/w20D562sdB"
142,#WesternU alum Kadie Ward lived and worked in #Ukraine from 2012 to 2019 supporting its economic development. She offers her take on the West's role in supporting Ukraine's fight to preserve its democracy. @kadiejeanward #UkraineInvasion https://t.co/cqfaYpz2Pe
143,"Four #WesternU students have been selected to the prestigious Cansbridge Fellowship program, receiving support for a Silicon Valley experience and summer internship in Asia. @cansbridgefwshp @AsiaPacificFdn @westernuEng @iveybusiness @westernuFIMS https://t.co/YNxMAUZ4vC"
144,"RT @SchulichMedDent : Paul Frewen, PhD, is working to test real-time, 360-degree virtual teaching – allowing students to virtually attend classes or labs. It’s one of a series of projects tapping into the unique @Bell @WesternU 5G network. Via @LdnIncMag

https://t.co/XvnQKTSz5J"
145,"Today #WesternU was pleased to meet with Minister @s_guilbeault and MP @pfragiskatos to discuss our work to create a more sustainable campus and our commitment to net-zero operations by 2050. 
@westernuSustain #cdnpoli #cdnpse https://t.co/3bSqr2KM6P"
146,RT @westernuTechSvs : Phone and network connectivity issues have been resolved. All systems are now operational. - https://t.co/CC44aBbWGY
147,RT @westernuTechSvs : We are aware of issues with network and phone connectivity that some may be experiencing on campus. Please watch our System Health Status page which will be updated accordingly - https://t.co/CC44aBbWGY
148,"We know that the current developments in Ukraine may be upsetting for some members of the #WesternU community. For crisis supports, visit https://t.co/dkIlW2QyBf. You can call the following services any day, any time: Reach Out at 519-433-2023 and Good2Talk at 1-866-925-5454."
149,#WesternU kinesiology professors @punchingprof and @epila3 on how the #Bejing2022 Olympics have taken a toll on athletes' psychological well-being. @ConversationCA https://t.co/Ou3MkrUOsf
150,"RT @WesternMustangs : MUSTANGS GAME DAY | W ??
?? @WLUAthletics 
 ? 5pm
??? Thompson Arena 
??? Buy Now at https://t.co/lgj8DzMPgh
??? Watch The Action on https://t.co/uZrm0KOjRd 
#RunWithUs #WesternMustangs #WLUvsWES https://t.co/loe5MdRtQf"
151,@RT_OHagan91 https://t.co/NHn6rN7YBp
152,"RT @westernuFIMS : Join Marisa Rosa Grant @marisadaddy TODAY at 4pm on Zoom for ""Reflections on Black Queerness: Joy, History and Significance,"" part of @WesternU’s #BlackHistoryMonth Speaker Series.

Let’s celebrate black joy this month - AND every other month too ??

https://t.co/T4nTd9OXnn"
153,"RT @westernuAlumni : There's less than a week left to nominate a #WesternU grad for the Alumni Awards of Merit!

These prestigious awards are presented to alumni who have made outstanding contributions to their professions or communities. Nominate a fellow grad today!
https://t.co/U4q4xK5bs5"
154,"RT @UA_magazine : ""My singular goal is to have these new technologies used in every course across the campus. There are no limits to this,” says @pjmensink, a environmental science professor at @WesternU. #AR #highered 

https://t.co/ItVkiIuF18"
155,A multidisciplinary #WesternU team has received funding from the Canadian Space Agency to develop immersive learning experiences in #STEM for youth grades 6 to 12 @csa_asc @westernuSpace @westernuScience @westernuEng https://t.co/tU00sTZIPN
156,"RT @westernuSpace : We had an amazing #Stem #Outreach weekend in Cochrane, Feb. 18-21! Check out this article about the new @StardustTech #Space Centre. We @WesternU are listed as as one of the academic partners to help train the youth of #Cochrane.
https://t.co/WAKTN3Cy80"
157,"RT @westernuAlumni : Join alumni panelists Jonathan Belair from LIOS Partners, Paulina Leung from @emterragroup, and @DrSarahChapman from @Manulife for the next Industry Insights session, focused on the #sustainability field.  
#WesternU @iveyalumni  
https://t.co/OcSH8v8fSW"
158,"RT @OUAsport : Ep. 12 of #OUA: In Conversation has @WesternMustangs Joan Chen chatting with @JustineyJones and @griffinporter97 about swimming, school, leadership, and her work in equity, diversity, and inclusion at @WesternU! ???

?? https://t.co/ngUmiX5Agq / https://t.co/pg95Yoxazb
#WeAreONE"
159,@Western_Rec is open all week and students can attend @WesternMustangs  games for free - see their website to reserve tickets online. https://t.co/Bb2abKGoC5
160,"RT @itworldca : .@WesternU and @Bell are partnering on eight new projects to bring next-generation experiences onto 5G networks.
https://t.co/XptCpDxrA1 
#Mobility #5G https://t.co/oRBn84Zd7Q"
161,RT @U15ca : How new COVID-19 variants evolve and emerge https://t.co/UL2BFOS7Ko @WesternU #cdnpse
162,@akusonamea thank you for sharing this!  We wanted to be sure you know that the talk takes place on Feb. 24 (not Feb. 22).
163,The UCC CentreSpot Tim Hortons and Lower Starbucks are open with reduced hours - visit https://t.co/eUDxmk6D9G or follow @westernufood to see what's open this week.
164,"Happy reading week, Mustangs! We hope you have a relaxing week off, and we can't wait to welcome you back to #WesternU next week. 

If you're staying on-campus this week, libraries are open for studying - see the @westernulibs website for hours of operation.

??: Hammad Hassan https://t.co/fHK1xYLBd0"
165,"A new study led by @brentjsinclair showed overwintering #emeraldashborer were able to survive during a polar vortex even when their body temperatures dropped to -50 °C. The survival saw their blood resemble something closer to Jell-O (!).
https://t.co/Q7ojA8J6dh"
166,"RT @iveybusiness : Ivey's Lauren Cipriano is working on several critical research projects such as addressing issues around antimicrobial resistance, calculating the economic value of health care tech, and she sits on Ontario's COVID Modelling Consensus Table. Read more: https://t.co/n3pXMEC6qe"
167,"@jenna_siobhan Hi there, we’d like to check in with you. Please send us a DM!"
168,"RT @WesternMustangs : ?? 6 @westernuFB members are headed to the #CFLCombine. Zach Lindley, Spencer Hood &amp; Brett Ellerman will be at the Ontario Regional Combine on March 10 while Deionte Knight, Zack Fry &amp; Daniel Valente Jr. will be at the @CFL National Combine from March 25-27 in Toronto.
#RunWithUs https://t.co/L7Eju9CXFS"
169,"In a new @ConversationCA piece, #WesternU kinesiology professor @punchingprof and @tengbiao, human rights scholar @UChicago, say the IOC and China are using the #Beijing2022 Olympics as a political tool to hide human rights violations. https://t.co/PqeMPlFwih"
170,"Black queer joy and liberation?are pivotal pieces of history. 

On February 23, Marisa Rosa Grant will share their stories of Blackness and queerness along with stories from those Black queer pioneers who paved the way. 
#BlackExcellence #westernuEDID #WesternU @westernuFIMS"
171,"RT @iveybusiness : Congratulations to Ivey’s Paul Beamish, HBA ’76, PhD ’84, @klausmeyer_couk, Robert Klassen, MBA ’89, Simon Parker, and @TimaBansal for being recognized as Canada’s top Business and Management scientists by https://t.co/SRSklkaDXz.
@IveyResearch
https://t.co/m5CZy6oV9v"
172,"Inspired by the experiences of her grandmother, Zakara Stampp studied the coping strategies used by adults with age-related vision loss to continue their favourite activities. 

The Inspiring Minds campaign showcases graduate research from #WesternU. @westernuFHS @VPRWesternU"
173,"#WesternU professor Joshua Pearce suggests ""...increasing the tipping fees at landfills"" to help encourage people to divert waste to recycling centres in this @NatObserver article. @iveybusiness @westernuEng @ProfPearce 
https://t.co/h16md4Tml4"
174,"Our alumni discuss race, equity and systemic change, and how they're using their public platforms in the fight against anti-Black racism. #BlackHistoryMonth @thetracymoore @afrikaanqueen @BlackNorthCA @idilmussa @westernuAlumni #WesternU https://t.co/KLOuYA7Iyz"
175,A new @ConversationCA piece by @SchulichMedDent professor Michael Clarke explores how new #COVID19 variants emerge and evolve. #WesternU https://t.co/4tzX6p9iL7
176,Best of luck to our @westernuAlumni Kristen Bujnowski and @likeavillain13 as they compete in the 2-woman bobsleigh finals tomorrow! #PurpleAndProud #Beijing2022 #WesternU https://t.co/5zDzhAt2Wy
177,"RT @westernuIntl : Attention undergraduate &amp; graduate #WesternU students looking to make a difference: there's still time to apply to be an international Peer Guide for 2022/23! Gain skills, mentor new students and join an amazing community! Apply by Feb. 27. https://t.co/e05Cz0DfRH. @westernsogs https://t.co/cux9Kgj1mV"
178,"RT @WesternuOCH : Reading week is on its way! Remember to lock your doors and windows, close your curtains and unplug and switch off any unnecessary electrical items. 

Click here to read more Reading Week home safety tips: https://t.co/nCJCPqRBD6 https://t.co/iaySZqgQBN"
179,"Be a part of #WesternU’s equity, diversity and inclusion strategy by completing the first-ever Equity Census. Share your voice to help enhance EDI in our community.

The Census is available to complete through My Human Resources (for employees) and Student Centre (for students)."
